===== [Stage 1] 角色判定（并发=10）=====
[role] 强化学习 -> core | ok=True attempts=1 fallback=False
[layer] LINE-FINDER智能体 -> entity | method=schema_rule fallback=False
[layer] 向量表示 -> concept | method=schema_rule fallback=False
[layer] 长期规划 -> concept | method=schema_rule fallback=False
[layer] Workflow -> concept | method=schema_rule fallback=False
[layer] 工具使用 -> concept | method=schema_rule fallback=False
[layer] 词元 -> concept | method=schema_rule fallback=False
[layer] 反馈信号 -> concept | method=schema_rule fallback=False
[layer] 任务自动化 -> concept | method=schema_rule fallback=False
[layer] 显式编程 -> concept | method=schema_rule fallback=False
[layer] 传统智能体 -> concept | method=schema_rule fallback=False
[layer] 键 -> concept | method=schema_rule fallback=False
[layer] 背景知识 -> concept | method=schema_rule fallback=False
[layer] 以目标为导向的系统 -> concept | method=schema_rule fallback=False
[layer] 动态修正 -> concept | method=schema_rule fallback=False
[layer] 编码器 -> concept | method=schema_rule fallback=False
[layer] 时间步 -> concept | method=schema_rule fallback=False
[layer] 大型语言模型 -> concept | method=schema_rule fallback=False
[layer] LLM 智能体 -> concept | method=schema_rule fallback=False
[layer] 自注意力 -> concept | method=schema_rule fallback=False
[layer] 条件动作规则 -> concept | method=schema_rule fallback=False
[layer] 学习机制 -> concept | method=schema_rule fallback=False
[layer] 基于大型语言模型的智能体 -> concept | method=schema_rule fallback=False
[layer] GPT -> entity | method=schema_rule fallback=False
[layer] 注意力 -> concept | method=schema_rule fallback=False
[layer] 即时奖励 -> concept | method=schema_rule fallback=False
[layer] LangGraph -> entity | method=schema_rule fallback=False
[layer] 预训练 -> concept | method=schema_rule fallback=False
[layer] 上下文信息 -> concept | method=schema_rule fallback=False
[layer] 累积奖励 -> concept | method=schema_rule fallback=False
[layer] AutoGen -> entity | method=schema_rule fallback=False
[layer] 知识构建 -> concept | method=schema_rule fallback=False
[layer] 解码器 -> concept | method=schema_rule fallback=False
[layer] 模式识别 -> concept | method=schema_rule fallback=False
[layer] 状态图 -> concept | method=schema_rule fallback=False
[layer] 机器智能 -> concept | method=schema_rule fallback=False
[layer] 谷歌团队 -> entity | method=schema_rule fallback=False
[layer] 试错 -> concept | method=schema_rule fallback=False
[layer] AutoGPT -> entity | method=schema_rule fallback=False
[layer] 传统人工智能 -> concept | method=schema_rule fallback=False
[layer] 长距离依赖 -> concept | method=schema_rule fallback=False
[layer] 策略 -> concept | method=schema_rule fallback=False
[layer] AgentGPT -> entity | method=schema_rule fallback=False
[layer] AlphaGo -> entity | method=schema_rule fallback=False
[layer] 奖励 -> concept | method=schema_rule fallback=False
[layer] LSTM -> entity | method=schema_rule fallback=False
[layer] 序贯决策问题 -> concept | method=schema_rule fallback=False
[layer] CAMEL -> entity | method=schema_rule fallback=False
[layer] 编码器-解码器 -> concept | method=schema_rule fallback=False
[layer] 激活函数 -> concept | method=schema_rule fallback=False
[layer] CrewAI -> entity | method=schema_rule fallback=False
[layer] RNN -> entity | method=schema_rule fallback=False
[layer] 反向传播算法 -> concept | method=schema_rule fallback=False
[layer] MetaGPT -> entity | method=schema_rule fallback=False
[layer] 自我对弈 -> concept | method=schema_rule fallback=False
[layer] 智能体范式 -> concept | method=schema_rule fallback=False
[layer] 序列数据 -> concept | method=schema_rule fallback=False
[layer] 适应性系统 -> concept | method=schema_rule fallback=False
[layer] SOP -> concept | method=schema_rule fallback=False
[layer] 学习型智能体 -> concept | method=schema_rule fallback=False
[layer] Transformer架构 -> entity | method=schema_rule fallback=False
[layer] 序贯决策 -> concept | method=schema_rule fallback=False
[layer] 思考-规划-执行-反思 -> concept | method=schema_rule fallback=False
[layer] 并行计算 -> concept | method=schema_rule fallback=False
[layer] 信任模型 -> concept | method=schema_rule fallback=False
[layer] 高级控制流架构 -> concept | method=schema_rule fallback=False
[layer] 先验知识 -> concept | method=schema_rule fallback=False
[layer] 输入门 -> concept | method=schema_rule fallback=False
[layer] 组织结构 -> concept | method=schema_rule fallback=False
[layer] BabyAGI -> entity | method=schema_rule fallback=False
[layer] 强化学习 -> concept | method=schema_rule fallback=False
[layer] 梯度爆炸 -> concept | method=schema_rule fallback=False
[layer] 人工神经元 -> concept | method=schema_rule fallback=False
[layer] 多智能体协作 -> concept | method=schema_rule fallback=False
[layer] 循环结构 -> concept | method=schema_rule fallback=False
[layer] 契约网 -> concept | method=schema_rule fallback=False
[layer] 产品经理 -> entity | method=schema_rule fallback=False
[layer] 性能元件 -> concept | method=schema_rule fallback=False
[layer] 期望效用 -> concept | method=schema_rule fallback=False
[layer] 梯度消失 -> concept | method=schema_rule fallback=False
[layer] 协商策略 -> concept | method=schema_rule fallback=False
[layer] 组织化工作流 -> concept | method=schema_rule fallback=False
[layer] 规划 -> concept | method=schema_rule fallback=False
[layer] 长距离的依赖关系 -> concept | method=schema_rule fallback=False
[layer] 联结主义 -> concept | method=schema_rule fallback=False
[layer] 单智能体自主循环 -> concept | method=schema_rule fallback=False
[layer] 输出门 -> concept | method=schema_rule fallback=False
[layer] 知识的分布式表示 -> concept | method=schema_rule fallback=False
[layer] 程序员 -> entity | method=schema_rule fallback=False
[layer] 学习元件 -> concept | method=schema_rule fallback=False
[layer] 自动驾驶汽车 -> entity | method=schema_rule fallback=False
[layer] 遗忘门 -> concept | method=schema_rule fallback=False
[layer] 连接权重 -> concept | method=schema_rule fallback=False
[layer] 角色扮演式对话 -> concept | method=schema_rule fallback=False
[layer] 世界模型 -> concept | method=schema_rule fallback=False
[layer] 长短时记忆网络 -> entity | method=schema_rule fallback=False
[layer] 智能体的社会性 -> concept | method=schema_rule fallback=False
[layer] 项目成员 -> entity | method=schema_rule fallback=False
[layer] 门控机制 -> concept | method=schema_rule fallback=False
[layer] 计算社会 -> concept | method=schema_rule fallback=False
[layer] 协作者 -> entity | method=schema_rule fallback=False
[layer] 效用函数 -> concept | method=schema_rule fallback=False
[layer] 搜索算法 -> concept | method=schema_rule fallback=False
[layer] 细胞状态 -> concept | method=schema_rule fallback=False
[layer] 通信语言 -> concept | method=schema_rule fallback=False
[layer] 命令执行 -> concept | method=schema_rule fallback=False
[layer] 基于效用的智能体 -> concept | method=schema_rule fallback=False
[layer] 上下文窗口 -> concept | method=schema_rule fallback=False
[layer] 蚁群算法 -> concept | method=schema_rule fallback=False
[layer] 虚拟团队 -> entity | method=schema_rule fallback=False
[layer] 循环神经网络 -> concept | method=schema_rule fallback=False
[layer] ACL -> concept | method=schema_rule fallback=False
[layer] 高层级目标 -> concept | method=schema_rule fallback=False
[layer] A*算法 -> concept | method=schema_rule fallback=False
[layer] 效用值 -> concept | method=schema_rule fallback=False
[layer] 长期依赖问题 -> concept | method=schema_rule fallback=False
[layer] 粒子群优化 -> concept | method=schema_rule fallback=False
[layer] 自主协作者 -> concept | method=schema_rule fallback=False
[layer] 状态 -> concept | method=schema_rule fallback=False
[layer] 隐藏状态 -> concept | method=schema_rule fallback=False
[layer] 涌现式计算 -> concept | method=schema_rule fallback=False
[layer] AI -> concept | method=schema_rule fallback=False
[layer] 泛化能力 -> concept | method=schema_rule fallback=False
[layer] 任务分配策略 -> concept | method=schema_rule fallback=False
[layer] 助手 -> entity | method=schema_rule fallback=False
[layer] GPS导航系统 -> entity | method=schema_rule fallback=False
[layer] 智能体 -> concept | method=schema_rule fallback=False
[layer] 词嵌入 -> concept | method=schema_rule fallback=False
[layer] 群体智能 -> concept | method=schema_rule fallback=False
[layer] 目标-委托 -> concept | method=schema_rule fallback=False
[layer] 感知输入 -> concept | method=schema_rule fallback=False
[layer] 语义空间 -> concept | method=schema_rule fallback=False
[layer] 协调机制 -> concept | method=schema_rule fallback=False
[layer] 人机协同工作流 -> concept | method=schema_rule fallback=False
[layer] 余弦相似度 -> concept | method=schema_rule fallback=False
[layer] 计算实体 -> concept | method=schema_rule fallback=False
[layer] 重构 -> concept | method=schema_rule fallback=False
[layer] 人工智能 -> concept | method=schema_rule fallback=False
[layer] Bengio -> entity | method=schema_rule fallback=False
[layer] 去中心化控制 -> concept | method=schema_rule fallback=False
[layer] 软件工程 -> concept | method=schema_rule fallback=False
[layer] 大语言模型 -> concept | method=schema_rule fallback=False
[layer] 反射智能体 -> concept | method=schema_rule fallback=False
[layer] 条件概率 -> concept | method=schema_rule fallback=False
[layer] 多智能体系统 -> concept | method=schema_rule fallback=False
[layer] 全生命周期 -> concept | method=schema_rule fallback=False
[layer] 基于目标的智能体 -> concept | method=schema_rule fallback=False
[layer] 前馈神经网络语言模型 -> entity | method=schema_rule fallback=False
[layer] 中央控制器 -> concept | method=schema_rule fallback=False
[layer] 通用智能体 -> concept | method=schema_rule fallback=False
[layer] 核心决策机制 -> concept | method=schema_rule fallback=False
[layer] 最大似然估计 -> concept | method=schema_rule fallback=False
[layer] 循环逻辑 -> concept | method=schema_rule fallback=False
[layer] 代码库的上下文 -> concept | method=schema_rule fallback=False
[layer] 神经网络语言模型 -> concept | method=schema_rule fallback=False
[layer] 分布式人工智能 -> concept | method=schema_rule fallback=False
[layer] AI交互 -> concept | method=schema_rule fallback=False
[layer] 语义相似性 -> concept | method=schema_rule fallback=False
[layer] 全局规划 -> concept | method=schema_rule fallback=False
[layer] 开发范式 -> concept | method=schema_rule fallback=False
[layer] 自动恒温器 -> entity | method=schema_rule fallback=False
[layer] 平滑 -> concept | method=schema_rule fallback=False
[layer] 局部交互 -> concept | method=schema_rule fallback=False
[layer] Cursor -> entity | method=schema_rule fallback=False
[layer] Bigram -> concept | method=schema_rule fallback=False
[layer] REACH -> entity | method=schema_rule fallback=False
[layer] 问答 -> concept | method=schema_rule fallback=False
[layer] 数据稀疏性 -> concept | method=schema_rule fallback=False
[layer] 高层目标 -> concept | method=schema_rule fallback=False
[layer] 自动化重构方案 -> concept | method=schema_rule fallback=False
[layer] 马尔可夫假设 -> concept | method=schema_rule fallback=False
[layer] 激活与抑制信号 -> concept | method=schema_rule fallback=False
[layer] 快速原型开发 -> concept | method=schema_rule fallback=False
[layer] N-gram 模型 -> concept | method=schema_rule fallback=False
[layer] SEE-SHAPE智能体 -> entity | method=schema_rule fallback=False
[layer] 轻量级设计 -> concept | method=schema_rule fallback=False
[layer] Pull Request -> concept | method=schema_rule fallback=False
[layer] 视觉系统 -> entity | method=schema_rule fallback=False
[layer] 代码建议 -> concept | method=schema_rule fallback=False
[layer] 概率的链式法则 -> concept | method=schema_rule fallback=False
[layer] FIND-BLOCK -> entity | method=schema_rule fallback=False
[layer] AI原生的代码编辑器 -> concept | method=schema_rule fallback=False
[layer] 统计语言模型 -> concept | method=schema_rule fallback=False
[layer] PUT-0N-TOP -> entity | method=schema_rule fallback=False
[layer] 快速响应能力 -> concept | method=schema_rule fallback=False
[layer] Trigram -> concept | method=schema_rule fallback=False
[layer] ADD-BLOCK -> entity | method=schema_rule fallback=False
[layer] Trae -> entity | method=schema_rule fallback=False
[layer] 智能代码审查助手 -> concept | method=schema_rule fallback=False
[layer] GET-BLOCK -> entity | method=schema_rule fallback=False
[layer] 代码生成 -> concept | method=schema_rule fallback=False
[layer] 代码模式 -> concept | method=schema_rule fallback=False
[layer] 语言模型 -> concept | method=schema_rule fallback=False
[layer] 运动系统 -> entity | method=schema_rule fallback=False
[layer] 预训练-微调范式 -> concept | method=schema_rule fallback=False
[layer] BUILD-TOWER -> entity | method=schema_rule fallback=False
[layer] 命令行编程体验 -> concept | method=schema_rule fallback=False
[layer] 构建脚本 -> entity | method=schema_rule fallback=False
[layer] 统计方法 -> concept | method=schema_rule fallback=False
[layer] 涌现 -> concept | method=schema_rule fallback=False
[layer] BUG -> concept | method=schema_rule fallback=False
[layer] PUT -> entity | method=schema_rule fallback=False
[layer] CI -> concept | method=schema_rule fallback=False
[layer] pre-commit hooks -> entity | method=schema_rule fallback=False
[layer] FIND -> entity | method=schema_rule fallback=False
[layer] 基于规则的方法 -> concept | method=schema_rule fallback=False
[layer] 监督学习 -> concept | method=schema_rule fallback=False
[layer] BUILDER -> entity | method=schema_rule fallback=False
[layer] 调试 -> concept | method=schema_rule fallback=False
[layer] 知识表示方式 -> concept | method=schema_rule fallback=False
[layer] GET -> entity | method=schema_rule fallback=False
[layer] 深度学习技术 -> concept | method=schema_rule fallback=False
[layer] BUILD机构 -> entity | method=schema_rule fallback=False
[layer] 去中心化架构 -> concept | method=schema_rule fallback=False
[layer] 测试 -> concept | method=schema_rule fallback=False
层级分布：concept=457, entity=141
===== [Stage 2] 分配 entity→concept 并保证覆盖所有 entity =====
entity 总数=141，已分配 concept_id=141
===== [Stage 3] 关系类型判定（并发=10）并写边 =====
[edge] 大语言模型 -> Agents API (related) | removed_horizontal=2
[edge] 条件动作规则 -> 自动恒温器 (example-of) | removed_horizontal=2
[edge] 传统智能体 -> 天气查询接口 (related) | removed_horizontal=2
[edge] 基于目标的智能体 -> 丹尼尔·卡尼曼 (related) | removed_horizontal=2
[edge] 条件动作规则 -> 自动驾驶汽车 (applies-to) | removed_horizontal=2
[edge] 大语言模型 -> AgentScope (related) | removed_horizontal=2
[edge] 条件动作规则 -> AlphaGo (related) | removed_horizontal=2
[edge] 传统智能体 -> GPT (contrasts-with) | removed_horizontal=2
[edge] 大语言模型 -> All Hands (related) | removed_horizontal=2
[edge] 大语言模型 -> ChatGPT (example-of) | removed_horizontal=2
[edge] 大语言模型 -> Chroma (related) | removed_horizontal=2
[edge] 大语言模型 -> Cognition (related) | removed_horizontal=2
[edge] 大语言模型 -> Decagon (related) | removed_horizontal=2
[edge] 传统智能体 -> 智能旅行助手 (related) | removed_horizontal=2
[edge] 大语言模型 -> Amazon Bedrock Agents (related) | removed_horizontal=2
[edge] 大语言模型 -> Assistants API (related) | removed_horizontal=2
[edge] 大语言模型 -> CrewAI (related) | removed_horizontal=2
[edge] 大语言模型 -> GPT 系列 (example-of) | removed_horizontal=2
[edge] 大语言模型 -> Cursor (applies-to) | removed_horizontal=2
[edge] 大语言模型 -> Letta (related) | removed_horizontal=2
[edge] 大语言模型 -> Dosu (related) | removed_horizontal=2
[edge] 大语言模型 -> Letta公司 (related) | removed_horizontal=2
[edge] 大语言模型 -> LangGraph (related) | removed_horizontal=2
[edge] 大语言模型 -> GitHub Copilot (example-of) | removed_horizontal=2
[edge] 大语言模型 -> FACTORY (related) | removed_horizontal=2
[edge] 大语言模型 -> LiveKit Agents (related) | removed_horizontal=2
[edge] 大语言模型 -> NEON (related) | removed_horizontal=2
[edge] 大语言模型 -> Pinecone (related) | removed_horizontal=2
[edge] 大语言模型 -> TD-Gammon (related) | removed_horizontal=2
[edge] 大语言模型 -> supabase (related) | removed_horizontal=2
[edge] 大语言模型 -> Weaviate (related) | removed_horizontal=2
[edge] 大语言模型 -> Lindy (related) | removed_horizontal=2
[edge] 大语言模型 -> SHRDLU (related) | removed_horizontal=2
[edge] 大语言模型 -> MetaGPT (applies-to) | removed_horizontal=2
[edge] 大语言模型 -> x11x (related) | removed_horizontal=2
[edge] 大语言模型 -> 司马贺 (related) | removed_horizontal=2
[edge] 大语言模型 -> 卡尼曼 (related) | removed_horizontal=2
[edge] 大语言模型 -> 明斯基 (related) | removed_horizontal=2
[edge] 大语言模型 -> 最大循环次数 (related) | removed_horizontal=2
[edge] 大语言模型 -> 杰弗里·辛顿 (related) | removed_horizontal=2
[edge] 大语言模型 -> 代码解释器 (related) | removed_horizontal=2
[edge] 大语言模型 -> 深蓝 (related) | removed_horizontal=2
[edge] 大语言模型 -> 特斯拉自动驾驶系统 (related) | removed_horizontal=2
[edge] 人工智能 -> Cyc项目 (example-of) | removed_horizontal=2
[edge] 人工智能 -> ELIZA (example-of) | removed_horizontal=2
[edge] 人工智能 -> API (related) | removed_horizontal=2
[edge] 人工智能 -> 代码执行器 (related) | removed_horizontal=2
[edge] 人工智能 -> 搜索引擎 (related) | removed_horizontal=2
[edge] 大语言模型 -> 搜索引擎API (related) | removed_horizontal=2
[edge] 人工智能 -> 特里·威诺格拉德 (related) | removed_horizontal=2
[edge] 人工智能 -> 积木世界 (related) | removed_horizontal=2
[edge] 智能体 -> GRASP智能体 (example-of) | removed_horizontal=2
[edge] 智能体 -> OpenAI (related) | removed_horizontal=2
[edge] 智能体 -> API_KEY (related) | removed_horizontal=2
[edge] 条件动作规则 -> GPS导航系统 (related) | removed_horizontal=2
[edge] 智能体 -> openai (related) | removed_horizontal=2
[edge] 智能体 -> system_prompt (related) | removed_horizontal=2
[edge] 智能体 -> get_weather (related) | removed_horizontal=2
[edge] 智能体 -> AutoGPT (example-of) | removed_horizontal=2
[edge] 智能体 -> ADD-BLOCK (part-of) | removed_horizontal=2
[edge] 智能体 -> BASE_URL (related) | removed_horizontal=2
[edge] 智能体 -> Anthropic (related) | removed_horizontal=2
[edge] 智能体 -> Azure (related) | removed_horizontal=2
[edge] 智能体 -> AutoGen (related) | removed_horizontal=2
[edge] 智能体 -> BabyAGI (example-of) | removed_horizontal=2
[edge] 智能体 -> BUILD机构 (example-of) | removed_horizontal=2
[edge] 智能体 -> Claude Code (example-of) | removed_horizontal=2
[edge] 智能体 -> AgentGPT (example-of) | removed_horizontal=2
[edge] 智能体 -> CAMEL-Workforce (example-of) | removed_horizontal=2
[edge] 智能体 -> Bengio (related) | removed_horizontal=2
[edge] 智能体 -> Copilot Chat (example-of) | removed_horizontal=2
[edge] 人工智能 -> 虚拟机械臂 (related) | removed_horizontal=2
[edge] 智能体 -> Datawhale (related) | removed_horizontal=2
[edge] 智能体 -> FIND (example-of) | removed_horizontal=2
[edge] 智能体 -> CrewAl (example-of) | removed_horizontal=2
[edge] 智能体 -> CAMEL (example-of) | removed_horizontal=2
[edge] 智能体 -> GET (example-of) | removed_horizontal=2
[edge] 智能体 -> DOCTOR (example-of) | removed_horizontal=2
[edge] 智能体 -> GitHub (related) | removed_horizontal=2
[edge] 智能体 -> Llamalndex (related) | removed_horizontal=2
[edge] 智能体 -> MODEL_ID (related) | removed_horizontal=2
[edge] 智能体 -> LINE-FINDER智能体 (example-of) | removed_horizontal=2
[edge] 智能体 -> MYCIN (example-of) | removed_horizontal=2
[edge] 智能体 -> Ollama (related) | removed_horizontal=2
[edge] 智能体 -> PUT-0N-TOP (part-of) | removed_horizontal=2
[edge] 智能体 -> REACH (example-of) | removed_horizontal=2
[edge] 智能体 -> PUT (example-of) | removed_horizontal=2
[edge] 智能体 -> SEE-SHAPE智能体 (example-of) | removed_horizontal=2
[edge] 智能体 -> LangChain (applies-to) | removed_horizontal=2
[edge] 智能体 -> TAVILY_API_KEY (related) | removed_horizontal=2
[edge] 智能体 -> Tavily search API (related) | removed_horizontal=2
[edge] 智能体 -> Trae (example-of) | removed_horizontal=2
[edge] 智能体 -> Visual Studio Code (related) | removed_horizontal=2
[edge] 智能体 -> BUILD-TOWER (example-of) | removed_horizontal=2
[edge] 智能体 -> VLLM (related) | removed_horizontal=2
[edge] 智能体 -> Transformer架构 (related) | removed_horizontal=2
[edge] 智能体 -> SEE (example-of) | removed_horizontal=2
[edge] 智能体 -> include_answer (related) | removed_horizontal=2
[edge] 智能体 -> get_attraction (related) | removed_horizontal=2
[edge] 智能体 -> BUILDER (example-of) | removed_horizontal=2
[edge] 智能体 -> messages (related) | removed_horizontal=2
[edge] 智能体 -> pre-commit hooks (related) | removed_horizontal=2
[edge] 智能体 -> openAICompatibleclient (related) | removed_horizontal=2
[edge] 智能体 -> requests (related) | removed_horizontal=2
[edge] 智能体 -> prompt (related) | removed_horizontal=2
[edge] 智能体 -> stream (related) | removed_horizontal=2
[edge] 智能体 -> GET-BLOCK (related) | removed_horizontal=2
[edge] 智能体 -> search_depth (related) | removed_horizontal=2
[edge] 智能体 -> tavilv-Dvthon (related) | removed_horizontal=2
[edge] 智能体 -> 前馈神经网络语言模型 (related) | removed_horizontal=2
[edge] 智能体 -> wttr.in (related) | removed_horizontal=2
[edge] 智能体 -> 助手 (example-of) | removed_horizontal=2
[edge] 智能体 -> 开发者 (related) | removed_horizontal=2
[edge] 智能体 -> 旅行助手 (example-of) | removed_horizontal=2
[edge] 智能体 -> 产品经理 (related) | removed_horizontal=2
[edge] 智能体 -> FIND-BLOCK (part-of) | removed_horizontal=2
[edge] 智能体 -> 协作者 (related) | removed_horizontal=2
[edge] 智能体 -> 航班预订 API (related) | removed_horizontal=2
[edge] 智能体 -> 构建脚本 (related) | removed_horizontal=2
[edge] 智能体 -> 程序员 (related) | removed_horizontal=2
[edge] 智能体 -> 项目成员 (related) | removed_horizontal=2
[edge] 智能体 -> 终端 (related) | removed_horizontal=2
[edge] 智能体 -> 约瑟夫·魏泽鲍姆 (related) | removed_horizontal=2
[edge] 智能体 -> 麻省理工学院 (related) | removed_horizontal=2
[edge] 智能体 -> 虚拟团队 (example-of) | removed_horizontal=2
[edge] 智能体 -> 马文·明斯基 (related) | removed_horizontal=2
[edge] 机器智能 -> 艾伦·纽厄尔 (related) | removed_horizontal=2
[edge] 智能体 -> 超级马里奥游戏 (applies-to) | removed_horizontal=2
[edge] 规划 -> 天气查询API (related) | removed_horizontal=2
[edge] 机器智能 -> 赫伯特·西蒙 (related) | removed_horizontal=2
[edge] 智能体 -> 长短时记忆网络 (related) | removed_horizontal=2
[edge] 知识表示 -> 斯坦福大学 (related) | removed_horizontal=2
[edge] 符号主义AI -> 人类专家 (related) | removed_horizontal=2
[edge] 智能体 -> 视觉系统 (part-of) | removed_horizontal=2
[edge] 符号主义AI -> 知识工程师 (related) | removed_horizontal=2
[edge] 机器翻译 -> 谷歌团队 (related) | removed_horizontal=2
[edge] 智能体 -> 运动系统 (related) | removed_horizontal=2
[edge] 机器翻译 -> 头数 (related) | removed_horizontal=2
[edge] 机器翻译 -> LSTM (applies-to) | removed_horizontal=2
[edge] 机器翻译 -> RNN (applies-to) | removed_horizontal=2
[edge] 智能体 -> 非指导性心理治疗师 (example-of) | removed_horizontal=2
完成，共处理 598 个实体。输出文件：D:\workspace\KG-for-structure-file\src\HiddenKG\output\aggr_entities.json
已加载 schema.yaml：10 种实体类型，layer_hint 映射={'概念': 'concept', '方法': 'concept', '智能体类型': 'concept', '学习方法': 'concept', '数学概念': 'concept', '指标': 'concept', '实例': 'entity', '工具': 'entity', '角色': 'entity', '参数': 'entity'}
